ID,score
0,-1.1733951099499031
1,-0.17258147540843427
2,0.5403998920839485
3,1.869384106648437
4,0.3418957027397895
5,0.13599183988037614
6,-0.3404368473755673
7,2.9254029463017464
8,-0.11194391728649672
9,-0.7217851050133488
10,1.072122885815553
11,1.0057871559432545
12,-0.9771662517281644
13,1.1071195068145219
14,-0.8469702075639058
15,0.5324446008295443
16,-0.11378449628688891
17,-0.3756446601608845
18,1.9797474210354664
19,-0.5529586965110916
20,-0.8702462175040738
21,-0.5054972899999064
22,0.6719002791512318
23,-1.0829084301154412
24,1.1349209433580698
25,-1.1148633503322458
26,0.0846950407597206
27,-0.3514208140321166
28,0.01789963795608111
29,-0.9213930344651778
30,-0.3607043488017461
31,-1.1889237139394002
32,-0.13718651816539593
33,-0.5837280587833771
34,-0.028080887049002412
35,-0.41812023036856366
36,-0.5191693395093777
37,-0.37796190552882747
38,-0.6141450898212129
39,-0.10838726943612481
40,0.47817186851836735
41,0.11980652476254734
42,-1.1914267551462272
43,2.280352947743971
44,1.819968140586802
45,0.969316827694267
46,-0.6462495442650403
47,-0.05909522796681657
48,-0.7376696060491467
49,-1.0809509386660372
50,0.541272579119502
51,0.931890553915378
52,-0.4229487793843296
53,-1.1713984700581437
54,-0.7856796663125544
55,-0.6524726640067365
56,0.4376787631169803
57,0.10683919094351695
58,-0.2530401889221818
59,-0.6473691194684821
60,-0.36023975803373903
61,-0.9849501887879226
62,-0.8373540452640466
63,-0.5500653049686647
64,0.2355368965042893
65,1.291780361273636
66,-0.8189643609498778
67,-0.7731402143904796
68,0.44219641258710496
69,1.918252389263646
70,-0.08815714625443326
71,0.5029049240390412
72,0.1113320999601493
73,-1.3400009568015063
74,-0.8703963840663852
75,0.3709028359148269
76,0.08038303867130915
77,0.31943318249295594
78,1.603517990803172
79,-0.00576463118617639
80,0.23737459654940607
81,-0.13521363208392992
82,2.6330940046788656
83,0.8933518913180475
84,-0.6063170726964179
85,2.9314553426586833
86,-0.4701030458006006
87,0.3875074493054114
88,0.7087625237934349
89,-0.0516885945138991
90,-1.1548475481737712
91,2.0012688781839967
92,-1.4457833038754508
93,-0.2065406259821374
94,-1.0608810238009498
95,-0.2655057069254901
96,0.9340705561715638
97,-0.44570535153270635
98,-0.43613809120144875
99,0.6222174500957028
100,1.4038390760900266
101,0.7284375385188265
102,-0.6261953285101686
103,-0.26668216848770415
104,-0.36963026606775967
105,-0.5248390108811919
106,-0.15237805694453013
107,0.017615999104036856
108,0.7593148779709408
109,-0.8597061872515345
110,-0.8935231717563346
111,-1.1082012021712264
112,-0.07594501299165893
113,-0.7920232765948324
114,0.30225241498064154
115,-0.8177180565102268
116,-0.9337189171550889
117,0.6125877392771742
118,-0.3727510133534931
119,0.29160743412591067
120,-0.737923284736531
121,0.8427799478990537
122,0.5954151847006938
123,-1.164413960324244
124,0.6272716127676011
125,0.8731751166565281
126,2.337493205951378
127,-0.47784211757967854
128,-0.7662519470005565
129,-1.1624327533676961
130,-0.7005832528785461
131,0.01126811579309688
132,0.10119965609907385
133,-0.6309733186243968
134,-1.1810840926728112
135,1.1679903652627412
136,1.0310560160684321
137,-0.5422896933213134
138,-1.1648982395553837
139,0.7680855042363484
140,0.7192255048713848
141,-0.2652452297360522
142,0.6290558971855075
143,-0.35750383461245905
144,-0.12853306580940657
145,-1.31851520833441
146,0.1644102070233804
147,-0.911967754187997
148,-0.947619473072236
149,1.6670155397915725
150,-0.4203229071788684
151,0.0571099892954274
152,-0.7564567091267648
153,-0.6966051627674691
154,-0.7598159753827335
155,-0.7884484039411731
156,-0.9322482974902059
157,-0.8064972349235551
158,-0.5758312863335106
159,-0.7428554246708773
160,-0.4023555118555618
161,-0.5065020821208649
162,-0.21588074917645925
163,-1.155363250501493
164,1.7209925889152107
165,-0.054137139526710454
166,0.09685443242008192
167,0.9173882814443077
168,-1.0115778488106206
169,0.48383148217137845
170,-1.070208626453697
171,-0.41915993870444884
172,-0.9102898190258291
173,0.9593668021252174
174,1.0920818246310908
175,0.8734956387619629
176,-0.030185416166186474
177,-0.34621260274972054
178,-1.4309949411502425
179,-0.3324017128966392
180,0.6905097973207802
181,0.029033635524327982
182,-0.7638821024928272
183,-0.8988038737838709
184,2.217019154590196
185,-0.5865956915623347
186,-0.706201008147097
187,-0.5347649252169718
188,-0.9328850573572929
189,-0.7952458890991482
190,1.6804435007624197
191,-0.12582977121363603
192,0.3007278777247749
193,-0.6612874136015376
194,1.0415206739467198
195,-0.5869776480776803
196,-0.636415697031428
197,-0.7725017038692981
198,-0.2095531973262776
199,0.6005835338950891
200,0.7917785186107196
201,0.3267786833290726
202,-0.8056103312655339
203,3.7390627699401002
204,0.8775076225699737
205,-0.9840099478197185
206,-0.899127507162451
207,-0.6431367970394167
208,-0.019912474908707
209,-0.7841799885696058
210,2.2209694622090694
211,-0.046437759369471095
212,0.1597636626068011
213,0.9418145018654042
214,-0.09807503463179584
215,0.7144327325336985
216,-0.9700808000883834
217,-0.6747345281580351
218,-0.8170112501091148
219,-0.754869263762347
220,-0.8842958451417279
221,-0.7860363874262951
222,0.0357485416654487
223,2.343018416293177
224,1.6239166019795022
225,-0.29427543643826976
226,1.978156748991534
227,-0.4280280202967439
228,0.7413324807463266
229,0.610358496570509
230,1.4628153514470703
231,-0.06517891259969595
232,1.1641514072409576
233,1.4425764848533797
234,-0.521760747362362
235,0.8334239839985808
236,-1.172083120465747
237,-0.47568587796747946
238,0.42868022494938046
239,-0.18577237373659963
240,-0.5129632040985871
241,0.029109775152564615
242,-0.5996804680111363
243,-0.19913834510708892
244,2.454582958613918
245,-0.9412987206767133
246,0.5488306149238124
247,0.2264372463937799
248,-0.6068498660271483
249,-0.3375728493910035
250,-0.37192312712733006
251,-0.20787551030996898
252,-0.07144608184845175
253,-0.8778899545865465
254,-1.023728463361907
255,0.4486283710122286
256,-0.9454025441710993
257,-0.867351689059319
258,1.1227446748060992
259,-1.1822826221757066
260,-1.1175848705884548
261,-0.3867896763079746
262,0.8120486620148406
263,1.2554012898681597
264,-0.5048273520102339
265,-0.9100510634910309
266,0.4771462202479204
267,-0.45776835609045574
268,-0.15031173206178527
269,-1.1407591643773405
270,0.4744710940998234
271,1.0869427533116438
272,-0.7877666034085392
273,-1.2372655391284662
274,-0.0029534237582711322
275,-0.08043796375063589
276,-0.03435664150078702
277,0.31027579887206136
278,0.39430232465374976
279,-0.2098592307053502
280,-0.4121672668143532
281,1.2483051833513448
282,0.36166613092874483
283,-1.113201305311588
284,-0.681304343528304
285,0.3125781811669585
286,0.4448482887352763
287,-0.860463904024123
288,0.20785814522706048
289,-0.6848660849034967
290,-1.0156716291637353
291,1.1009931455996806
292,1.1002523915858011
293,0.6721339744649711
294,-0.0019701876043370257
295,0.347466729938861
296,1.9413811475652532
297,-0.7396908804224704
298,-0.14403266127936273
299,-0.6474561655499974
300,1.0531520412350492
301,-0.6959711512477207
302,0.7565270547190984
303,0.9482628441563841
304,-0.24793131063296636
305,-0.13868212261403884
306,-1.0275725304608294
307,-0.3169143349935506
308,-1.0681413197754657
309,0.06199270668246216
310,-0.6691908984819364
311,0.8728656091297754
312,1.0348285649989666
313,0.49904996879405233
314,-0.807115851148945
315,-0.6229843283158335
