ID,score
0,1356.0
1,10971.333333333334
2,14104.0
3,15786.0
4,13249.333333333334
5,10599.666666666666
6,5995.0
7,19231.0
8,9187.666666666666
9,5145.333333333333
10,16872.666666666668
11,17233.666666666668
12,2303.0
13,16651.333333333332
14,3578.3333333333335
15,13366.0
16,10283.0
17,7101.666666666667
18,18136.666666666668
19,5927.666666666667
20,3403.6666666666665
21,7717.0
22,15199.666666666666
23,1905.3333333333333
24,16321.333333333334
25,1941.6666666666667
26,10552.0
27,6854.0
28,11762.0
29,5451.0
30,7714.666666666667
31,1115.0
32,10704.0
33,7005.666666666667
34,9714.333333333334
35,9276.666666666666
36,5852.0
37,7719.666666666667
38,9105.333333333334
39,9585.333333333334
40,12179.666666666666
41,12945.0
42,1359.3333333333333
43,18583.0
44,17172.333333333332
45,15650.666666666666
46,4509.333333333333
47,10543.333333333334
48,5348.0
49,1815.0
50,14544.0
51,15826.666666666666
52,8843.666666666666
53,1337.3333333333333
54,5106.666666666667
55,6034.333333333333
56,13637.0
57,8665.333333333334
58,7971.0
59,4573.666666666667
60,7359.666666666667
61,3409.6666666666665
62,3674.3333333333335
63,5624.0
64,11733.0
65,15391.666666666666
66,4156.0
67,4996.666666666667
68,12744.0
69,18013.333333333332
70,9706.666666666666
71,13260.0
72,12308.333333333334
73,472.3333333333333
74,3815.3333333333335
75,14971.0
76,11054.0
77,13474.666666666666
78,18353.0
79,10633.0
80,11325.0
81,9563.333333333334
82,18939.0
83,16205.0
84,7676.0
85,19329.333333333332
86,6263.0
87,12831.666666666666
88,14906.666666666666
89,9876.333333333334
90,914.3333333333334
91,17725.666666666668
92,132.0
93,7858.333333333333
94,2406.0
95,9433.666666666666
96,16883.0
97,9216.333333333334
98,6507.666666666667
99,14845.0
100,17953.0
101,13983.0
102,5171.333333333333
103,10578.333333333334
104,10565.333333333334
105,8069.0
106,9511.0
107,10001.0
108,15362.333333333334
109,5398.666666666667
110,3122.6666666666665
111,1731.6666666666667
112,9636.0
113,5517.333333333333
114,13115.333333333334
115,6070.666666666667
116,3101.0
117,14861.333333333334
118,8399.0
119,12415.0
120,5916.333333333333
121,15661.333333333334
122,13767.333333333334
123,5036.333333333333
124,15939.0
125,16001.333333333334
126,18925.333333333332
127,6236.0
128,4068.0
129,1748.0
130,3899.3333333333335
131,9853.0
132,12162.666666666666
133,5059.333333333333
134,1492.0
135,15946.666666666666
136,13637.666666666666
137,8534.666666666666
138,1111.0
139,14684.333333333334
140,14086.333333333334
141,10330.666666666666
142,13617.333333333334
143,8458.666666666666
144,10480.666666666666
145,432.0
146,12507.0
147,3071.3333333333335
148,2300.6666666666665
149,18604.333333333332
150,8771.0
151,12999.0
152,5711.333333333333
153,4417.666666666667
154,4462.0
155,5246.666666666667
156,4721.666666666667
157,4163.333333333333
158,5461.0
159,4325.0
160,7345.666666666667
161,8173.333333333333
162,7555.666666666667
163,1917.0
164,18787.0
165,8975.666666666666
166,10898.0
167,14886.0
168,2554.0
169,14733.333333333334
170,2148.6666666666665
171,7936.666666666667
172,6379.0
173,16755.0
174,15970.0
175,15800.333333333334
176,12554.0
177,7854.666666666667
178,203.33333333333334
179,9874.666666666666
180,13920.333333333334
181,11700.333333333334
182,5053.333333333333
183,3844.6666666666665
184,18724.333333333332
185,6760.666666666667
186,6118.0
187,8306.666666666666
188,2736.0
189,4055.3333333333335
190,16272.0
191,9728.333333333334
192,11603.666666666666
193,8694.0
194,16995.333333333332
195,6047.333333333333
196,7209.666666666667
197,4063.0
198,8796.666666666666
199,15163.333333333334
200,13865.333333333334
201,14068.0
202,3198.3333333333335
203,19360.333333333332
204,16320.0
205,3286.3333333333335
206,2642.3333333333335
207,7530.0
208,10520.0
209,4551.333333333333
210,18869.666666666668
211,11244.666666666666
212,13505.666666666666
213,16200.333333333334
214,9920.666666666666
215,13283.666666666666
216,3901.0
217,6366.333333333333
218,3113.0
219,4414.333333333333
220,5408.0
221,5201.333333333333
222,13305.333333333334
223,17745.666666666668
224,17830.0
225,8894.0
226,16625.0
227,8408.0
228,16300.333333333334
229,14773.333333333334
230,16967.0
231,10859.0
232,13988.5
233,18104.0
234,5737.0
235,12971.0
236,4696.666666666667
237,8539.0
238,13513.666666666666
239,9726.333333333334
240,6243.333333333333
241,10192.0
242,7439.0
243,9379.666666666666
244,16332.0
245,3171.0
246,13484.0
247,14428.333333333334
248,5175.666666666667
249,7658.666666666667
250,6198.333333333333
251,11920.333333333334
252,10712.666666666666
253,3047.3333333333335
254,2113.0
255,14271.333333333334
256,5925.0
257,2855.3333333333335
258,16796.666666666668
259,3978.0
260,1535.3333333333333
261,10147.333333333334
262,16554.0
263,16999.0
264,8701.0
265,3120.0
266,14094.0
267,6469.0
268,9484.666666666666
269,2153.0
270,14993.333333333334
271,16972.666666666668
272,5396.333333333333
273,938.0
274,9767.0
275,11006.333333333334
276,9419.666666666666
277,13729.0
278,14607.333333333334
279,8905.666666666666
280,6105.333333333333
281,16917.0
282,12337.333333333334
283,3159.3333333333335
284,5570.0
285,13471.0
286,14208.0
287,4553.333333333333
288,13457.0
289,4749.666666666667
290,2090.3333333333335
291,15232.0
292,17148.0
293,14500.666666666666
294,10750.333333333334
295,13586.0
296,18548.0
297,6399.333333333333
298,10717.333333333334
299,6130.333333333333
300,16440.333333333332
301,7276.0
302,16516.333333333332
303,14810.666666666666
304,7725.333333333333
305,11230.333333333334
306,4723.333333333333
307,9600.666666666666
308,1654.3333333333333
309,10630.666666666666
310,6580.666666666667
311,15661.0
312,15966.0
313,11013.666666666666
314,4068.0
315,8077.0
316,10214.666666666666
317,16143.333333333334
318,10658.333333333334
319,9915.666666666666
320,7699.333333333333
321,14950.333333333334
322,5149.666666666667
323,6667.666666666667
324,17241.666666666668
325,16202.333333333334
326,5981.666666666667
327,11781.666666666666
328,17202.333333333332
329,10866.666666666666
330,13075.333333333334
331,7729.0
332,7713.666666666667
333,11246.333333333334
334,3345.3333333333335
335,692.6666666666666
336,3562.0
337,10748.0
338,6079.0
339,9702.333333333334
340,1218.3333333333333
341,15509.333333333334
342,6030.0
343,16546.333333333332
344,12077.666666666666
345,10282.0
346,14871.0
347,10178.333333333334
348,10568.666666666666
349,13644.333333333334
350,7845.333333333333
351,5333.333333333333
352,6946.666666666667
353,5820.0
354,4101.333333333333
355,8533.666666666666
356,13963.666666666666
357,14579.666666666666
358,10113.0
359,5707.333333333333
360,820.3333333333334
361,5702.666666666667
362,4919.666666666667
363,14630.333333333334
364,12582.666666666666
365,9899.0
366,16265.0
367,9558.333333333334
368,12024.666666666666
369,1347.6666666666667
370,11150.0
371,6307.666666666667
372,2249.3333333333335
373,17059.0
374,9390.0
375,7160.0
376,5964.0
377,5327.0
378,16063.0
379,13421.0
380,3802.6666666666665
381,4466.666666666667
382,15201.0
383,6233.666666666667
384,18986.0
385,12365.666666666666
386,8633.333333333334
387,556.0
388,14292.0
389,6677.0
390,5300.0
391,14997.666666666666
392,2797.6666666666665
393,7435.666666666667
394,10417.333333333334
395,13077.0
396,18332.333333333332
397,10645.0
398,3041.6666666666665
